account_id,login_frequency,feature_adoption,session_depth
acc_3990,18,4,2.91
acc_3991,24,10,4.62
acc_3992,11,1,2.13
acc_3993,6,4,1.8
acc_3994,10,0,0.93
acc_3995,13,3,1.25
acc_3996,15,8,2.68
acc_3997,12,9,4.88
acc_3998,0,2,1.36
acc_3999,14,8,2.8
acc_4000,23,5,3.17
acc_4001,19,6,2.88
acc_4002,7,0,1.15
acc_4003,4,3,3.15
acc_4004,20,7,5.19
acc_4005,5,2,0.1
acc_4006,29,7,2.39
acc_4007,9,3,1.49
acc_4008,14,5,2.19
acc_4009,0,4,0.1
acc_4010,22,9,5.29
acc_4011,16,4,5.16
acc_4012,17,2,0.74
acc_4013,5,1,0.1
acc_4014,16,6,1.27
acc_4015,21,6,2.88
acc_4016,2,6,1.82
acc_4017,17,4,1.23
acc_4018,17,5,4.28
acc_4019,27,7,5.2
acc_4020,6,5,2.03
acc_4021,24,6,2.66
acc_4022,23,8,2.5
acc_4023,11,3,3.63
acc_4024,30,11,3.61
acc_4025,20,7,3.99
acc_4026,0,2,1.33
acc_4027,22,9,4.45
acc_4028,12,6,1.64
acc_4029,16,7,2.24
acc_4030,8,1,0.5
acc_4031,10,6,2.44
acc_4032,23,9,5.48
acc_4033,8,3,1.24
acc_4034,8,6,1.37
acc_4035,13,9,4.19
acc_4036,29,11,6.01
acc_4037,24,10,5.15
acc_4038,19,8,0.9
acc_4039,10,2,1.71
acc_4040,12,5,1.52
acc_4041,33,4,2.91
acc_4042,7,2,1.38
acc_4043,10,0,0.54
acc_4044,10,1,0.97
acc_4045,18,0,4.92
acc_4046,21,8,3.38
acc_4047,7,3,2.21
acc_4048,16,6,3.16
acc_4049,5,1,0.79
acc_4050,30,5,3.27
acc_4051,22,8,2.76
acc_4052,19,3,2.05
acc_4053,16,5,2.31
acc_4054,21,9,0.9
acc_4055,24,11,5.44
acc_4056,21,6,3.55
acc_4057,15,2,3.79
acc_4058,15,2,0.1
acc_4059,17,3,2.71
acc_4060,6,5,2.2
acc_4061,15,1,3.34
acc_4062,15,4,2.74
acc_4063,4,4,1.22
acc_4064,0,4,2.36
acc_4065,12,3,1.13
acc_4066,20,6,2.85
acc_4067,13,5,2.45
acc_4068,9,4,0.1
acc_4069,8,4,1.18
acc_4070,9,7,2.2
acc_4071,16,6,1.07
acc_4072,17,5,2.89
acc_4073,14,6,2.82
acc_4074,23,6,3.87
acc_4075,12,4,2.67
acc_4076,12,5,0.9
acc_4077,18,6,2.21
acc_4078,17,4,2.42
acc_4079,18,7,0.32
acc_4080,33,5,3.76
acc_4081,12,5,3.15
acc_4082,8,7,3.02
acc_4083,1,0,0.1
acc_4084,4,3,0.1
acc_4085,3,3,0.1
acc_4086,20,5,3.38
acc_4087,10,8,3.88
acc_4088,3,4,3.1
acc_4089,9,3,1.28
acc_4090,13,6,2.46
acc_4091,0,3,2.88
acc_4092,23,3,3.5
acc_4093,26,8,2.2
acc_4094,10,6,5.73
acc_4095,20,5,4.75
acc_4096,19,6,2.56
acc_4097,18,2,3.03
acc_4098,15,6,4.58
acc_4099,0,3,1.87
acc_4100,17,0,0.12
acc_4101,0,0,0.56
acc_4102,13,3,4.04
acc_4103,20,6,3.33
acc_4104,9,6,2.87
acc_4105,13,3,1.91
acc_4106,15,2,0.8
acc_4107,3,4,0.19
acc_4108,13,5,3.38
acc_4109,4,2,1.35
acc_4110,3,6,0.1
acc_4111,20,5,3.38
acc_4112,17,3,1.05
acc_4113,19,5,2.12
acc_4114,27,10,3.61
acc_4115,14,5,1.75
acc_4116,18,3,3.94
acc_4117,6,0,0.1
acc_4118,1,2,2.31
acc_4119,3,3,1.84
acc_4120,16,7,2.17
acc_4121,13,4,2.86
acc_4122,4,3,1.26
acc_4123,23,12,4.45
acc_4124,28,7,5.18
acc_4125,20,3,1.68
acc_4126,14,2,2.6
acc_4127,19,4,1.92
acc_4128,10,2,2.65
acc_4129,0,0,0.68
acc_4130,10,6,3.67
acc_4131,0,1,0.1
acc_4132,27,8,5.08
acc_4133,19,3,4.56
acc_4134,10,5,1.4
acc_4135,22,8,4.1
acc_4136,29,9,4.66
acc_4137,3,1,1.37
acc_4138,24,6,3.52
acc_4139,19,6,4.34
acc_4140,23,2,2.02
acc_4141,2,0,0.55
acc_4142,12,5,2.74
acc_4143,13,6,2.26
acc_4144,17,5,2.95
acc_4145,12,1,0.58
acc_4146,10,3,1.69
acc_4147,9,3,1.04
acc_4148,21,4,2.77
acc_4149,24,8,3.17
acc_4150,21,5,3.02
acc_4151,10,4,1.15
acc_4152,12,2,1.57
acc_4153,14,6,4.35
acc_4154,24,9,3.06
acc_4155,22,12,4.48
acc_4156,20,0,2.03
acc_4157,20,3,2.25
acc_4158,23,9,5.26
acc_4159,4,3,0.66
acc_4160,0,1,1.89
acc_4161,23,2,4.07
acc_4162,3,1,1.43
acc_4163,1,0,0.1
acc_4164,22,7,6.0
acc_4165,14,6,2.88
acc_4166,11,3,1.77
acc_4167,17,7,1.01
acc_4168,19,5,3.31
acc_4169,19,5,2.6
acc_4170,21,9,5.0
acc_4171,6,3,0.1
acc_4172,16,4,2.6
acc_4173,11,3,1.11
acc_4174,5,2,0.1
acc_4175,16,6,1.34
acc_4176,19,9,3.31
acc_4177,7,2,0.58
acc_4178,0,4,0.7
acc_4179,7,1,2.35
acc_4180,32,6,4.89
acc_4181,6,6,3.03
acc_4182,14,2,1.18
acc_4183,14,5,3.96
acc_4184,9,4,2.28
acc_4185,13,7,1.4
acc_4186,24,2,2.74
acc_4187,7,6,0.17
acc_4188,6,3,1.73
acc_4189,0,2,0.52
acc_4190,4,1,0.1
acc_4191,17,10,4.21
acc_4192,10,6,1.36
acc_4193,0,0,0.1
acc_4194,30,10,5.35
acc_4195,28,7,3.94
acc_4196,8,4,2.7
acc_4197,20,11,3.22
acc_4198,19,8,4.6
acc_4199,17,7,2.93
acc_4200,11,5,1.54
acc_4201,15,6,2.17
acc_4202,1,2,3.59
acc_4203,13,6,3.38
acc_4204,12,7,0.86
acc_4205,17,8,4.42
acc_4206,17,6,1.62
acc_4207,4,4,1.3
acc_4208,12,6,0.1
acc_4209,23,8,4.8
acc_4210,0,3,0.1
acc_4211,14,5,2.08
acc_4212,16,0,1.43
acc_4213,20,3,2.14
acc_4214,21,8,2.78
acc_4215,25,8,2.72
acc_4216,28,9,3.59
acc_4217,22,8,3.37
acc_4218,11,11,4.69
acc_4219,24,8,2.34
acc_4220,22,7,4.01
acc_4221,13,5,3.3
acc_4222,20,11,3.17
acc_4223,22,5,1.47
acc_4224,4,5,0.1
acc_4225,9,3,0.1
acc_4226,18,5,4.7
acc_4227,26,5,4.72
acc_4228,13,6,2.48
acc_4229,14,3,3.56
acc_4230,15,6,2.6
acc_4231,0,0,2.59
acc_4232,22,10,3.37
acc_4233,10,3,1.49
acc_4234,15,3,3.73
acc_4235,9,0,1.22
acc_4236,2,6,2.79
acc_4237,17,4,4.24
acc_4238,9,4,1.97
acc_4239,14,6,1.95
acc_4240,4,6,1.54
acc_4241,23,4,1.53
acc_4242,20,6,3.48
acc_4243,2,2,2.12
acc_4244,6,2,0.1
acc_4245,17,9,2.81
acc_4246,19,6,2.81
acc_4247,22,6,3.16
acc_4248,7,4,4.06
acc_4249,13,9,2.67
acc_4250,24,5,2.92
acc_4251,21,0,2.54
acc_4252,23,7,3.13
acc_4253,9,3,0.54
acc_4254,20,7,3.08
acc_4255,24,7,4.13
acc_4256,18,5,2.57
acc_4257,10,4,2.48
acc_4258,33,6,4.65
acc_4259,13,5,0.1
acc_4260,7,0,0.1
acc_4261,20,8,3.03
acc_4262,22,8,4.63
acc_4263,16,4,0.98
acc_4264,14,1,2.59
acc_4265,15,5,2.92
acc_4266,20,5,3.76
acc_4267,23,11,3.56
acc_4268,3,4,0.54
acc_4269,19,1,0.51
acc_4270,13,0,4.28
acc_4271,33,8,4.96
acc_4272,12,8,4.8
acc_4273,19,6,1.15
acc_4274,20,4,3.01
acc_4275,13,3,0.74
acc_4276,34,8,4.26
acc_4277,18,5,2.07
acc_4278,6,6,0.81
acc_4279,26,7,2.99
acc_4280,6,5,1.85
acc_4281,14,5,2.32
acc_4282,10,5,1.47
acc_4283,13,5,1.17
acc_4284,16,7,3.05
acc_4285,5,8,1.88
acc_4286,8,0,3.12
acc_4287,26,9,3.76
acc_4288,19,6,2.49
acc_4289,18,6,3.98
acc_4290,15,5,1.77
acc_4291,22,8,3.53
acc_4292,22,7,2.49
acc_4293,6,4,1.49
acc_4294,24,8,2.47
acc_4295,12,3,2.39
acc_4296,26,8,4.3
acc_4297,11,5,3.26
acc_4298,25,6,3.98
acc_4299,17,8,1.9
acc_4300,15,0,0.1
acc_4301,14,5,1.57
acc_4302,19,7,2.7
acc_4303,12,6,3.63
acc_4304,25,9,4.42
acc_4305,6,5,1.23
acc_4306,15,3,1.11
acc_4307,31,12,4.31
acc_4308,8,3,0.95
acc_4309,26,4,1.96
acc_4310,2,0,1.54
acc_4311,10,2,1.55
acc_4312,26,5,5.33
acc_4313,26,0,2.15
acc_4314,23,6,2.97
acc_4315,11,7,0.1
acc_4316,27,7,2.91
acc_4317,24,7,2.35
acc_4318,23,7,3.12
acc_4319,3,2,3.04
acc_4320,21,7,4.42
acc_4321,15,4,1.98
acc_4322,8,6,2.26
acc_4323,4,1,0.1
acc_4324,27,10,4.12
acc_4325,14,3,1.79
acc_4326,13,0,0.1
acc_4327,7,0,0.95
acc_4328,21,9,2.58
acc_4329,9,4,2.86
acc_4330,7,4,0.57
acc_4331,11,2,0.82
acc_4332,6,0,0.96
acc_4333,10,3,1.35
acc_4334,0,2,1.56
acc_4335,17,4,0.89
acc_4336,9,5,2.49
acc_4337,19,7,3.47
acc_4338,19,6,3.2
acc_4339,14,0,1.08
acc_4340,28,9,5.51
acc_4341,16,4,2.24
acc_4342,0,0,0.97
acc_4343,27,10,4.94
acc_4344,28,7,4.4
acc_4345,14,4,3.94
acc_4346,2,5,1.32
acc_4347,35,9,3.56
acc_4348,10,4,0.94
acc_4349,9,1,3.2
acc_4350,14,2,0.37
acc_4351,14,8,2.9
acc_4352,20,8,3.0
acc_4353,30,6,2.92
acc_4354,14,9,4.65
acc_4355,8,4,2.17
acc_4356,17,6,1.18
acc_4357,21,3,2.95
acc_4358,8,4,1.87
acc_4359,5,5,1.63
acc_4360,6,0,1.25
acc_4361,21,6,4.2
acc_4362,30,8,4.39
acc_4363,20,2,4.79
acc_4364,8,0,3.58
acc_4365,8,2,0.64
acc_4366,24,5,1.97
acc_4367,14,2,1.37
acc_4368,22,6,3.24
acc_4369,23,5,5.86
acc_4370,9,4,1.68
acc_4371,16,8,3.8
acc_4372,20,10,3.7
acc_4373,23,4,3.09
acc_4374,26,7,2.67
acc_4375,24,7,1.62
acc_4376,22,3,4.5
acc_4377,8,1,1.44
acc_4378,22,8,3.39
acc_4379,11,0,2.22
acc_4380,13,5,1.63
acc_4381,19,7,3.09
acc_4382,13,7,3.86
acc_4383,19,5,4.48
acc_4384,15,3,1.64
acc_4385,9,5,1.92
acc_4386,22,7,2.58
acc_4387,22,5,3.64
acc_4388,11,2,3.53
acc_4389,19,8,1.75
acc_4390,10,0,1.76
acc_4391,28,7,3.9
acc_4392,16,7,1.7
acc_4393,13,9,3.01
acc_4394,21,9,4.64
acc_4395,16,7,2.74
acc_4396,2,0,0.84
acc_4397,5,2,0.39
acc_4398,18,8,0.32
acc_4399,3,1,0.1
acc_4400,23,9,4.77
acc_4401,14,7,3.06
acc_4402,10,3,3.05
acc_4403,21,6,4.63
acc_4404,17,4,2.58
acc_4405,4,4,2.43
acc_4406,23,5,2.15
acc_4407,0,4,1.81
acc_4408,7,1,1.9
acc_4409,6,3,1.65
acc_4410,17,1,1.84
acc_4411,10,3,2.2
acc_4412,5,1,1.77
acc_4413,14,6,2.11
acc_4414,18,6,2.26
acc_4415,38,11,3.68
acc_4416,9,3,4.41
acc_4417,10,8,1.05
acc_4418,29,6,3.32
acc_4419,0,3,0.98
acc_4420,19,4,3.01
acc_4421,8,4,2.1
acc_4422,19,3,2.41
acc_4423,18,5,4.17
acc_4424,7,3,2.41
acc_4425,30,12,4.75
acc_4426,27,2,3.13
acc_4427,15,4,1.47
acc_4428,4,1,0.6
acc_4429,17,1,2.65
acc_4430,24,5,4.05
acc_4431,28,7,3.68
acc_4432,18,6,2.98
acc_4433,20,4,1.55
acc_4434,23,6,4.59
acc_4435,20,1,2.08
acc_4436,19,6,2.79
acc_4437,6,3,0.1
acc_4438,23,11,4.17
acc_4439,21,6,3.86
acc_4440,6,4,1.57
acc_4441,22,9,2.85
acc_4442,17,10,3.42
acc_4443,13,7,1.95
acc_4444,9,4,1.96
acc_4445,19,3,4.35
acc_4446,15,6,2.47
acc_4447,8,0,1.8
acc_4448,16,8,4.04
acc_4449,19,1,1.52
acc_4450,27,8,4.63
acc_4451,17,6,0.35
acc_4452,11,5,1.53
acc_4453,0,1,0.1
acc_4454,18,8,1.83
acc_4455,28,8,4.08
acc_4456,16,4,3.53
acc_4457,7,0,1.64
acc_4458,8,3,1.29
acc_4459,16,4,3.34
acc_4460,22,7,2.08
acc_4461,11,8,1.41
acc_4462,9,3,1.3
acc_4463,24,6,4.09
acc_4464,13,3,1.45
acc_4465,20,6,1.79
acc_4466,8,0,0.1
acc_4467,22,10,2.59
acc_4468,13,3,0.5
acc_4469,24,8,5.59
acc_4470,22,5,4.84
acc_4471,10,5,0.1
acc_4472,18,6,0.67
acc_4473,28,9,3.85
acc_4474,14,6,1.09
acc_4475,14,5,4.6
acc_4476,26,8,3.37
acc_4477,13,6,3.51
acc_4478,18,7,2.19
acc_4479,15,0,0.1
acc_4480,12,3,3.87
acc_4481,8,4,2.44
acc_4482,40,5,4.24
acc_4483,9,1,4.63
acc_4484,19,8,2.39
acc_4485,19,10,2.86
acc_4486,23,6,5.62
acc_4487,20,9,3.89
acc_4488,24,9,5.23
acc_4489,14,8,3.6
acc_4490,4,1,0.1
acc_4491,9,5,0.24
acc_4492,10,8,4.35
acc_4493,12,3,0.44
acc_4494,11,4,3.88
acc_4495,33,11,4.79
acc_4496,10,7,1.26
acc_4497,3,0,0.76
acc_4498,17,4,1.72
acc_4499,18,11,3.67
acc_4500,7,6,1.34
acc_4501,0,5,0.1
acc_4502,15,4,2.92
acc_4503,13,7,2.71
acc_4504,20,6,1.21
acc_4505,20,6,1.47
acc_4506,13,4,2.54
acc_4507,13,2,0.1
acc_4508,3,4,2.14
acc_4509,8,1,1.36
acc_4510,35,8,3.43
acc_4511,1,2,0.27
acc_4512,0,0,0.74
acc_4513,17,3,2.86
acc_4514,14,3,1.79
acc_4515,19,5,4.04
acc_4516,29,8,4.13
acc_4517,6,4,1.65
acc_4518,17,0,0.55
acc_4519,29,12,4.36
acc_4520,16,2,1.21
acc_4521,25,10,3.87
acc_4522,27,8,4.76
acc_4523,10,4,0.1
acc_4524,25,7,3.39
acc_4525,16,7,1.45
acc_4526,12,8,1.87
acc_4527,17,10,4.5
acc_4528,19,10,4.26
acc_4529,17,8,3.52
acc_4530,16,0,0.1
acc_4531,14,0,1.56
acc_4532,29,8,2.3
acc_4533,29,6,3.95
acc_4534,27,7,2.81
acc_4535,12,1,1.06
acc_4536,7,7,3.05
acc_4537,20,7,3.01
acc_4538,11,7,2.86
acc_4539,18,8,6.25
acc_4540,14,5,2.06
acc_4541,8,6,2.02
acc_4542,24,5,0.26
acc_4543,10,2,1.3
acc_4544,10,5,1.47
acc_4545,11,6,1.08
acc_4546,11,7,3.97
acc_4547,4,2,0.25
acc_4548,17,5,1.09
acc_4549,21,8,5.74
acc_4550,18,5,1.68
acc_4551,22,7,3.33
acc_4552,19,11,4.02
acc_4553,29,7,4.33
acc_4554,33,6,5.15
acc_4555,10,3,1.39
acc_4556,8,5,2.83
acc_4557,20,10,4.3
acc_4558,6,0,0.16
acc_4559,14,7,0.1
acc_4560,19,12,4.01
acc_4561,31,7,5.84
acc_4562,13,4,1.02
acc_4563,27,5,2.76
acc_4564,17,12,4.32
acc_4565,13,2,3.18
acc_4566,29,8,5.31
acc_4567,14,5,3.18
acc_4568,1,1,1.34
acc_4569,14,2,1.11
acc_4570,18,5,1.87
acc_4571,14,11,2.43
acc_4572,14,4,3.1
acc_4573,10,6,2.53
acc_4574,23,7,5.61
acc_4575,17,5,0.84
acc_4576,17,8,3.16
acc_4577,15,4,1.74
acc_4578,27,11,5.25
acc_4579,11,2,1.12
acc_4580,27,4,4.84
acc_4581,13,4,1.05
acc_4582,11,8,1.67
acc_4583,5,0,1.95
acc_4584,18,7,3.44
acc_4585,13,9,3.14
acc_4586,13,5,3.23
acc_4587,19,5,3.63
acc_4588,19,4,0.24
acc_4589,14,9,2.61
acc_4590,31,8,2.34
acc_4591,11,5,1.87
acc_4592,12,2,2.57
acc_4593,21,6,3.33
acc_4594,18,9,5.53
acc_4595,15,7,4.49
acc_4596,10,4,2.93
acc_4597,10,5,0.1
acc_4598,18,9,4.36
acc_4599,28,9,2.77
acc_4600,13,5,3.51
acc_4601,8,5,3.55
acc_4602,17,10,3.74
acc_4603,10,2,1.46
acc_4604,25,5,5.28
acc_4605,18,4,3.77
acc_4606,22,6,2.87
acc_4607,19,5,4.3
acc_4608,20,7,2.63
acc_4609,5,3,3.05
acc_4610,12,5,3.82
acc_4611,2,0,0.99
acc_4612,5,4,0.1
acc_4613,3,0,0.24
acc_4614,15,7,4.67
acc_4615,19,5,4.86
acc_4616,21,6,3.52
acc_4617,5,0,0.6
acc_4618,10,6,1.33
acc_4619,17,3,1.11
acc_4620,16,8,3.73
acc_4621,22,4,3.0
acc_4622,4,5,0.16
acc_4623,26,9,4.51
acc_4624,16,8,5.63
acc_4625,2,5,2.77
acc_4626,0,0,2.08
acc_4627,9,9,3.76
acc_4628,14,3,2.11
acc_4629,17,5,3.13
acc_4630,25,5,4.35
acc_4631,5,0,1.48
acc_4632,20,10,2.66
acc_4633,16,7,3.24
acc_4634,17,7,3.92
acc_4635,21,7,3.55
acc_4636,13,9,4.23
acc_4637,19,5,2.92
acc_4638,9,4,2.42
acc_4639,14,9,2.85
acc_4640,38,6,3.29
acc_4641,14,6,1.67
acc_4642,26,9,3.44
acc_4643,23,9,3.84
acc_4644,16,3,3.27
acc_4645,15,4,2.31
acc_4646,8,3,1.87
acc_4647,35,7,4.76
acc_4648,12,1,2.37
acc_4649,15,4,2.22
acc_4650,23,6,4.19
acc_4651,24,7,5.21
acc_4652,31,9,4.0
acc_4653,12,3,1.96
acc_4654,30,8,4.22
acc_4655,27,12,4.07
acc_4656,20,9,4.62
acc_4657,24,11,5.35
acc_4658,5,6,0.26
acc_4659,11,4,1.11
acc_4660,28,8,4.28
acc_4661,13,2,2.12
acc_4662,21,9,2.26
acc_4663,11,7,2.64
acc_4664,16,6,0.1
acc_4665,19,10,3.71
acc_4666,21,1,1.81
acc_4667,12,9,2.81
acc_4668,18,6,3.02
acc_4669,18,9,2.96
acc_4670,25,10,2.96
acc_4671,22,7,4.02
acc_4672,14,5,1.08
acc_4673,17,5,3.35
acc_4674,11,0,0.26
acc_4675,21,6,2.6
acc_4676,11,1,3.52
acc_4677,14,4,0.89
acc_4678,25,12,5.35
acc_4679,29,8,3.84
acc_4680,5,2,2.87
acc_4681,14,4,3.51
acc_4682,11,0,0.76
acc_4683,4,2,1.84
acc_4684,10,7,2.3
acc_4685,28,8,4.23
acc_4686,14,5,4.09
acc_4687,29,9,3.88
acc_4688,5,6,3.96
acc_4689,0,1,0.53
acc_4690,9,8,1.5
acc_4691,9,6,2.86
acc_4692,10,5,1.41
acc_4693,13,5,1.83
acc_4694,23,10,3.99
acc_4695,27,5,4.01
acc_4696,16,7,1.35
acc_4697,16,3,0.14
acc_4698,5,3,3.13
acc_4699,20,4,2.42
acc_4700,25,10,3.58
acc_4701,12,6,0.1
acc_4702,21,6,3.59
acc_4703,23,10,4.29
acc_4704,11,7,4.52
acc_4705,20,6,1.34
acc_4706,11,7,3.07
acc_4707,17,4,3.23
acc_4708,19,2,2.24
acc_4709,16,4,2.5
acc_4710,12,5,0.76
acc_4711,4,1,1.27
acc_4712,30,12,3.1
acc_4713,0,2,0.11
acc_4714,26,8,3.73
acc_4715,27,4,2.25
acc_4716,22,8,2.97
acc_4717,2,0,1.65
acc_4718,21,8,3.4
acc_4719,11,3,1.79
acc_4720,13,6,2.62
acc_4721,8,3,0.1
acc_4722,13,1,1.76
acc_4723,25,2,3.53
acc_4724,12,5,3.94
acc_4725,0,5,1.54
acc_4726,19,4,2.34
acc_4727,27,8,3.86
acc_4728,12,8,1.9
acc_4729,18,8,4.05
acc_4730,14,7,2.16
acc_4731,34,7,4.65
acc_4732,28,11,4.87
acc_4733,24,9,3.55
acc_4734,17,5,3.81
acc_4735,14,5,1.9
acc_4736,18,5,4.0
acc_4737,29,5,2.76
acc_4738,14,2,2.49
acc_4739,18,10,4.03
acc_4740,19,6,3.02
acc_4741,12,0,1.1
acc_4742,16,5,1.23
acc_4743,14,6,1.77
acc_4744,16,9,3.69
acc_4745,26,7,4.23
acc_4746,17,5,4.74
acc_4747,10,2,1.84
acc_4748,13,3,2.19
acc_4749,29,9,3.88
acc_4750,12,8,2.07
acc_4751,7,1,1.49
acc_4752,10,2,1.56
acc_4753,10,4,0.1
acc_4754,20,1,3.92
acc_4755,22,6,1.9
acc_4756,16,5,4.27
acc_4757,33,12,3.86
acc_4758,0,3,0.1
acc_4759,11,6,2.1
acc_4760,2,4,0.89
acc_4761,0,1,0.24
acc_4762,32,13,4.32
acc_4763,31,7,4.15
acc_4764,18,0,1.68
acc_4765,23,4,4.4
acc_4766,9,3,2.88
acc_4767,8,2,0.1
acc_4768,11,0,2.26
acc_4769,28,7,4.1
acc_4770,20,10,4.13
acc_4771,17,5,1.31
acc_4772,11,3,0.99
acc_4773,24,5,4.39
acc_4774,22,6,5.9
acc_4775,21,8,5.42
acc_4776,2,3,0.11
acc_4777,6,6,2.08
acc_4778,30,10,4.44
acc_4779,5,4,3.03
acc_4780,18,12,4.09
acc_4781,5,4,1.88
acc_4782,15,4,2.97
acc_4783,21,3,2.84
acc_4784,28,10,5.35
acc_4785,21,4,5.1
acc_4786,5,5,2.0
acc_4787,3,1,1.31
acc_4788,26,7,4.84
acc_4789,12,1,2.12
acc_4790,17,8,2.9
acc_4791,7,2,0.6
acc_4792,0,3,2.46
acc_4793,17,7,3.19
acc_4794,19,8,2.71
acc_4795,20,2,3.32
acc_4796,18,9,3.1
acc_4797,8,4,0.11
acc_4798,3,2,0.1
acc_4799,15,7,3.24
acc_4800,15,6,3.19
acc_4801,10,3,2.22
acc_4802,26,5,2.19
acc_4803,1,8,1.06
acc_4804,13,6,2.36
acc_4805,22,7,3.63
acc_4806,19,8,3.63
acc_4807,20,4,2.88
acc_4808,32,8,4.74
acc_4809,12,1,2.16
acc_4810,26,8,5.96
acc_4811,23,8,4.18
acc_4812,12,8,2.47
acc_4813,24,8,4.3
acc_4814,16,6,0.83
acc_4815,13,6,1.62
acc_4816,16,12,4.86
acc_4817,10,6,1.52
acc_4818,17,8,3.71
acc_4819,7,5,0.2
acc_4820,19,5,2.47
acc_4821,7,3,1.56
acc_4822,25,13,3.29
acc_4823,28,9,2.75
acc_4824,4,0,0.1
acc_4825,14,4,1.44
acc_4826,7,1,2.07
acc_4827,28,5,4.98
acc_4828,31,8,2.75
acc_4829,10,6,1.43
acc_4830,22,8,3.21
acc_4831,20,4,3.02
acc_4832,18,3,2.84
acc_4833,16,4,1.31
acc_4834,22,5,3.42
acc_4835,12,4,1.95
acc_4836,21,8,3.7
acc_4837,18,2,1.72
acc_4838,3,1,1.73
acc_4839,15,5,1.17
acc_4840,4,3,1.71
acc_4841,18,7,3.27
acc_4842,23,8,4.3
acc_4843,26,4,5.04
acc_4844,26,9,3.43
acc_4845,14,3,1.78
acc_4846,8,4,0.64
acc_4847,13,0,3.15
acc_4848,24,8,2.59
acc_4849,9,5,1.83
acc_4850,24,8,1.23
acc_4851,2,2,0.1
acc_4852,16,4,4.13
acc_4853,7,1,1.86
acc_4854,21,6,5.14
acc_4855,12,4,1.88
acc_4856,19,6,4.91
acc_4857,22,3,3.12
acc_4858,4,3,1.67
acc_4859,8,1,4.48
acc_4860,10,6,3.53
acc_4861,0,2,0.36
acc_4862,11,5,3.51
acc_4863,0,3,1.95
acc_4864,28,6,4.02
acc_4865,21,5,3.75
acc_4866,30,5,5.19
acc_4867,0,1,2.92
acc_4868,17,7,3.5
acc_4869,3,0,0.97
acc_4870,28,6,3.62
acc_4871,1,1,0.22
acc_4872,12,6,1.29
acc_4873,0,3,2.32
acc_4874,9,4,0.49
acc_4875,17,6,1.55
acc_4876,8,5,2.53
acc_4877,6,4,0.1
acc_4878,18,7,3.04
acc_4879,0,0,0.1
acc_4880,1,2,0.92
acc_4881,7,0,2.2
acc_4882,11,3,1.79
acc_4883,9,3,1.41
acc_4884,13,2,3.22
acc_4885,21,4,1.03
acc_4886,15,7,1.53
acc_4887,12,1,0.31
acc_4888,17,10,3.78
acc_4889,20,4,3.51
acc_4890,8,5,2.51
acc_4891,19,5,0.77
acc_4892,14,4,2.51
acc_4893,29,12,2.96
acc_4894,19,3,1.95
acc_4895,2,4,1.0
acc_4896,10,1,1.72
acc_4897,11,8,3.27
acc_4898,31,7,2.96
acc_4899,0,6,1.29
acc_4900,8,8,2.44
acc_4901,10,7,1.43
acc_4902,9,3,1.57
acc_4903,19,6,0.49
acc_4904,22,4,1.73
acc_4905,12,2,0.47
acc_4906,7,2,0.1
acc_4907,9,1,2.37
acc_4908,19,7,4.12
acc_4909,9,2,1.75
acc_4910,15,3,3.28
acc_4911,17,7,2.63
acc_4912,25,10,4.77
acc_4913,17,9,4.66
acc_4914,19,7,3.78
acc_4915,12,1,3.09
acc_4916,11,3,2.27
acc_4917,13,9,1.76
acc_4918,11,4,1.54
acc_4919,16,1,1.71
acc_4920,32,8,4.4
acc_4921,10,0,0.89
acc_4922,2,0,1.4
acc_4923,24,12,3.83
acc_4924,13,7,4.25
acc_4925,10,7,4.12
acc_4926,29,4,2.49
acc_4927,14,0,0.1
acc_4928,16,3,3.34
acc_4929,15,6,2.73
acc_4930,25,3,1.78
acc_4931,1,7,2.25
acc_4932,31,7,3.62
acc_4933,2,0,0.1
acc_4934,10,3,2.25
acc_4935,37,6,4.25
acc_4936,21,5,2.08
acc_4937,15,3,3.38
acc_4938,27,6,4.02
acc_4939,5,3,0.98
acc_4940,12,5,1.68
acc_4941,13,5,3.2
acc_4942,10,3,1.6
acc_4943,19,9,0.95
acc_4944,24,8,2.57
acc_4945,13,3,2.46
acc_4946,0,4,1.42
acc_4947,23,7,5.22
acc_4948,12,4,4.78
acc_4949,26,8,3.6
acc_4950,18,6,1.19
acc_4951,15,7,2.01
acc_4952,14,8,4.07
acc_4953,27,7,3.81
acc_4954,0,3,0.46
acc_4955,28,9,3.69
acc_4956,24,9,3.85
acc_4957,19,7,2.01
acc_4958,21,4,1.24
acc_4959,12,4,1.1
acc_4960,28,7,4.1
acc_4961,9,4,2.58
acc_4962,14,4,2.58
acc_4963,15,5,2.83
acc_4964,19,8,4.06
acc_4965,7,3,4.0
acc_4966,0,1,0.1
acc_4967,32,8,3.14
acc_4968,15,6,3.03
acc_4969,15,8,2.67
acc_4970,15,5,2.67
acc_4971,24,9,2.69
acc_4972,19,5,3.16
acc_4973,15,4,2.14
acc_4974,12,5,3.25
acc_4975,14,7,4.37
acc_4976,21,5,1.31
acc_4977,28,8,2.6
acc_4978,26,7,4.09
acc_4979,10,2,0.1
acc_4980,1,5,0.93
acc_4981,12,2,0.96
acc_4982,23,10,3.97
acc_4983,16,5,1.71
acc_4984,5,7,2.48
acc_4985,19,7,2.62
acc_4986,19,7,2.76
acc_4987,4,3,0.4
