account_id,arr,plan_tier,seats,billing_interval,churned
acc_0607,1580.25,Starter,6,monthly,1
acc_0608,10779.41,Professional,18,annual,1
acc_0609,15222.75,Professional,24,monthly,0
acc_0610,765.0,Starter,3,annual,0
acc_0611,27034.29,Professional,46,monthly,1
acc_0612,142768.85,Enterprise,118,monthly,1
acc_0613,206838.13,Enterprise,171,annual,0
acc_0614,23789.89,Professional,42,monthly,0
acc_0615,17177.62,Professional,31,monthly,0
acc_0616,118624.82,Enterprise,98,annual,0
acc_0617,11088.34,Professional,20,monthly,1
acc_0618,232.61,Starter,1,monthly,0
acc_0619,1574.52,Starter,7,monthly,0
acc_0620,9372.45,Professional,15,annual,0
acc_0621,1289.28,Starter,5,annual,0
acc_0622,243.74,Starter,1,monthly,0
acc_0623,215654.04,Enterprise,183,monthly,1
acc_0624,17149.53,Professional,26,monthly,0
acc_0625,179039.88,Enterprise,165,annual,1
acc_0626,8071.29,Professional,14,monthly,1
acc_0627,27525.16,Professional,48,annual,0
acc_0628,233.1,Starter,1,monthly,0
acc_0629,157812.67,Enterprise,139,monthly,1
acc_0630,1372.11,Starter,6,monthly,0
acc_0631,10276.58,Professional,18,monthly,1
acc_0632,961.1,Starter,4,annual,1
acc_0633,1878.17,Starter,8,annual,0
acc_0634,493.37,Starter,2,monthly,0
acc_0635,22865.67,Professional,38,monthly,0
acc_0636,155114.93,Enterprise,138,annual,0
acc_0637,20390.57,Professional,32,monthly,0
acc_0638,26849.85,Professional,45,monthly,1
acc_0639,185384.74,Enterprise,166,monthly,0
acc_0640,22401.02,Professional,40,annual,1
acc_0641,217387.58,Enterprise,171,monthly,0
acc_0642,18106.42,Professional,29,annual,0
acc_0643,76900.27,Enterprise,64,annual,0
acc_0644,18455.35,Professional,32,annual,1
acc_0645,952.42,Starter,4,annual,0
acc_0646,1972.41,Starter,8,annual,1
acc_0647,2065.64,Starter,8,monthly,1
acc_0648,1213.41,Starter,5,monthly,1
acc_0649,64199.32,Enterprise,56,monthly,1
acc_0650,8722.06,Professional,16,monthly,1
acc_0651,115577.25,Enterprise,103,monthly,1
acc_0652,27810.96,Professional,45,monthly,1
acc_0653,7270.28,Professional,13,monthly,1
acc_0654,717.34,Starter,3,monthly,1
acc_0655,20587.86,Professional,33,annual,1
acc_0656,13270.7,Professional,23,annual,1
acc_0657,65751.03,Enterprise,53,annual,1
acc_0658,20730.77,Professional,34,monthly,0
acc_0659,9482.76,Professional,16,monthly,1
acc_0660,1036.27,Starter,4,monthly,0
acc_0661,14953.13,Professional,24,monthly,0
acc_0662,58327.16,Enterprise,50,monthly,1
acc_0663,14003.26,Professional,22,monthly,0
acc_0664,754.29,Starter,3,monthly,1
acc_0665,508.0,Starter,2,annual,0
acc_0666,17273.61,Professional,28,annual,0
acc_0667,12296.01,Professional,21,monthly,0
acc_0668,930.93,Starter,4,monthly,1
acc_0669,190497.43,Enterprise,154,monthly,0
acc_0670,2000.55,Starter,9,monthly,1
acc_0671,1532.14,Starter,6,annual,0
acc_0672,20455.41,Professional,35,annual,1
acc_0673,25857.07,Professional,42,monthly,1
acc_0674,137974.16,Enterprise,115,monthly,0
acc_0675,963.71,Starter,4,monthly,0
acc_0676,251.42,Starter,1,monthly,0
acc_0677,1722.56,Starter,7,annual,0
acc_0678,456.03,Starter,2,annual,1
acc_0679,142715.85,Enterprise,130,monthly,1
acc_0680,1537.99,Starter,6,monthly,1
acc_0681,241674.05,Enterprise,187,annual,0
acc_0682,13433.75,Professional,24,monthly,0
acc_0683,26548.31,Professional,46,monthly,0
acc_0684,134288.17,Enterprise,117,monthly,1
acc_0685,261.0,Starter,1,monthly,0
acc_0686,1580.81,Starter,7,monthly,0
acc_0687,8399.77,Professional,15,monthly,1
acc_0688,898.91,Starter,4,monthly,1
acc_0689,189530.46,Enterprise,151,monthly,0
acc_0690,129312.48,Enterprise,100,monthly,0
acc_0691,92778.25,Enterprise,79,annual,1
acc_0692,97914.01,Enterprise,88,monthly,1
acc_0693,20749.75,Professional,34,annual,0
acc_0694,14695.0,Professional,26,monthly,0
acc_0695,657.24,Starter,3,monthly,0
acc_0696,29085.65,Professional,45,annual,0
acc_0697,1804.6,Starter,7,monthly,1
acc_0698,245758.85,Enterprise,187,monthly,0
acc_0699,133701.25,Enterprise,112,monthly,1
acc_0700,690.34,Starter,3,monthly,1
acc_0701,2023.6,Starter,8,annual,0
acc_0702,10109.87,Professional,18,monthly,0
acc_0703,21060.22,Professional,37,monthly,1
acc_0704,25110.0,Professional,44,monthly,1
acc_0705,7850.33,Professional,12,monthly,0
acc_0706,138067.33,Enterprise,110,annual,0
acc_0707,889.67,Starter,4,monthly,0
acc_0708,11022.83,Professional,20,monthly,1
acc_0709,18593.0,Professional,29,monthly,0
acc_0710,763.53,Starter,3,monthly,0
acc_0711,19856.62,Professional,32,monthly,0
acc_0712,128485.31,Enterprise,114,monthly,0
acc_0713,155384.85,Enterprise,130,monthly,1
acc_0714,23880.76,Professional,39,annual,0
acc_0715,79526.49,Enterprise,61,annual,1
acc_0716,1568.93,Starter,7,monthly,1
acc_0717,208241.35,Enterprise,173,monthly,0
acc_0718,1565.0,Starter,7,monthly,0
acc_0719,27290.05,Professional,46,monthly,0
acc_0720,2030.46,Starter,9,annual,0
acc_0721,65314.92,Enterprise,51,annual,0
acc_0722,1597.59,Starter,7,monthly,1
acc_0723,1416.13,Starter,6,monthly,0
acc_0724,26502.05,Professional,45,monthly,0
acc_0725,772.75,Starter,3,monthly,1
acc_0726,1009.5,Starter,4,monthly,0
acc_0727,11485.09,Professional,21,monthly,1
acc_0728,1753.76,Starter,8,monthly,1
acc_0729,1454.74,Starter,6,monthly,1
acc_0730,2128.77,Starter,9,monthly,1
acc_0731,1833.82,Starter,8,monthly,1
acc_0732,28580.15,Professional,45,annual,1
acc_0733,24439.19,Professional,44,annual,1
acc_0734,28246.13,Professional,43,annual,1
acc_0735,1737.26,Starter,8,monthly,0
acc_0736,7204.44,Professional,13,monthly,1
acc_0737,19052.81,Professional,33,monthly,0
acc_0738,1683.07,Starter,7,annual,0
acc_0739,226.37,Starter,1,monthly,0
acc_0740,1256.69,Starter,5,monthly,0
acc_0741,1632.13,Starter,7,monthly,0
acc_0742,1960.65,Starter,9,annual,0
acc_0743,1032.52,Starter,4,annual,1
acc_0744,29396.87,Professional,45,monthly,1
acc_0745,22726.42,Professional,37,annual,1
acc_0746,155375.39,Enterprise,122,monthly,1
acc_0747,26617.6,Professional,48,monthly,1
acc_0748,6294.84,Professional,11,annual,0
acc_0749,1852.89,Starter,8,monthly,0
acc_0750,262.12,Starter,1,monthly,0
acc_0751,8420.53,Professional,14,annual,0
acc_0752,20012.92,Professional,37,monthly,1
acc_0753,12883.69,Professional,22,annual,1
acc_0754,135232.52,Enterprise,125,monthly,0
acc_0755,909.66,Starter,4,monthly,1
acc_0756,951.3,Starter,4,monthly,0
acc_0757,26046.32,Professional,45,annual,0
acc_0758,9790.71,Professional,18,monthly,0
acc_0759,443.17,Starter,2,monthly,0
acc_0760,29093.11,Professional,48,monthly,0
acc_0761,748.17,Starter,3,annual,0
acc_0762,22953.29,Professional,39,monthly,1
acc_0763,753.33,Starter,3,monthly,1
acc_0764,20145.6,Professional,36,monthly,0
acc_0765,12202.23,Professional,22,monthly,1
acc_0766,94828.7,Enterprise,74,monthly,1
acc_0767,193955.67,Enterprise,167,monthly,1
acc_0768,28409.75,Professional,48,annual,1
acc_0769,24187.26,Professional,37,monthly,1
acc_0770,15954.12,Professional,27,monthly,0
acc_0771,1945.51,Starter,9,monthly,0
acc_0772,1827.16,Starter,7,annual,1
acc_0773,433.36,Starter,2,monthly,1
acc_0774,26637.4,Professional,43,annual,1
acc_0775,17362.41,Professional,30,annual,0
acc_0776,2147.21,Starter,9,monthly,0
acc_0777,6056.74,Professional,10,monthly,0
acc_0778,18848.49,Professional,32,monthly,1
acc_0779,27215.74,Professional,43,annual,0
acc_0780,29325.81,Professional,45,annual,0
acc_0781,1761.18,Starter,8,annual,0
acc_0782,1526.47,Starter,6,monthly,0
acc_0783,174408.33,Enterprise,157,monthly,0
acc_0784,1319.12,Starter,6,monthly,1
acc_0785,11784.6,Professional,18,monthly,1
acc_0786,10178.17,Professional,17,monthly,0
acc_0787,165260.47,Enterprise,148,monthly,1
acc_0788,23727.4,Professional,39,monthly,0
acc_0789,25721.48,Professional,45,monthly,1
acc_0790,476.57,Starter,2,monthly,0
acc_0791,87324.2,Enterprise,71,annual,0
acc_0792,28994.06,Professional,45,monthly,0
acc_0793,648.44,Starter,3,annual,0
acc_0794,15273.82,Professional,27,monthly,1
acc_0795,1323.73,Starter,6,monthly,1
acc_0796,661.98,Starter,3,monthly,0
acc_0797,7188.43,Professional,11,monthly,1
acc_0798,13046.6,Professional,20,monthly,0
acc_0799,28346.26,Professional,45,annual,0
acc_0800,24686.7,Professional,40,monthly,0
acc_0801,25670.26,Professional,40,monthly,0
acc_0802,18051.3,Professional,33,monthly,1
acc_0803,1552.15,Starter,7,monthly,1
acc_0804,1156.11,Starter,5,monthly,0
acc_0805,1023.84,Starter,4,monthly,1
acc_0806,1909.34,Starter,8,monthly,1
acc_0807,126090.08,Enterprise,105,monthly,0
acc_0808,224734.69,Enterprise,198,monthly,0
acc_0809,494.25,Starter,2,monthly,1
acc_0810,19396.23,Professional,30,monthly,0
acc_0811,120544.67,Enterprise,104,monthly,0
acc_0812,737.16,Starter,3,annual,1
acc_0813,23773.19,Professional,41,monthly,0
acc_0814,1016.2,Starter,4,monthly,1
acc_0815,23282.81,Professional,39,monthly,0
acc_0816,103371.06,Enterprise,89,annual,0
acc_0817,234981.53,Enterprise,199,annual,1
acc_0818,9366.1,Professional,17,monthly,0
acc_0819,27045.23,Professional,42,monthly,1
acc_0820,31438.48,Professional,48,monthly,0
acc_0821,1433.5,Starter,6,monthly,0
acc_0822,1133.12,Starter,5,monthly,0
acc_0823,210717.97,Enterprise,170,monthly,0
acc_0824,1188.57,Starter,5,monthly,1
acc_0825,1596.77,Starter,7,monthly,0
acc_0826,5446.12,Professional,10,annual,0
acc_0827,68557.04,Enterprise,53,monthly,1
acc_0828,26695.54,Professional,42,monthly,1
acc_0829,14068.58,Professional,22,monthly,0
acc_0830,18376.2,Professional,31,annual,1
acc_0831,8825.47,Professional,14,monthly,0
acc_0832,12804.69,Professional,21,monthly,1
acc_0833,87745.96,Enterprise,75,annual,0
acc_0834,24362.9,Professional,38,monthly,0
acc_0835,7918.21,Professional,12,monthly,0
acc_0836,208628.27,Enterprise,161,monthly,0
acc_0837,28491.44,Professional,45,annual,1
acc_0838,2015.04,Starter,8,annual,0
acc_0839,1483.27,Starter,6,annual,1
acc_0840,208148.65,Enterprise,162,annual,1
acc_0841,11983.39,Professional,20,monthly,0
acc_0842,19663.26,Professional,35,annual,0
acc_0843,758.6,Starter,3,monthly,1
acc_0844,7153.75,Professional,11,annual,0
acc_0845,22076.57,Professional,38,monthly,0
acc_0846,24090.4,Professional,38,annual,0
acc_0847,916.55,Starter,4,monthly,0
acc_0848,261.24,Starter,1,monthly,0
acc_0849,89570.21,Enterprise,72,monthly,1
acc_0850,130179.01,Enterprise,107,monthly,1
acc_0851,28511.3,Professional,45,monthly,1
acc_0852,17852.46,Professional,28,annual,0
acc_0853,12294.6,Professional,19,monthly,1
acc_0854,73887.32,Enterprise,57,annual,0
acc_0855,10926.46,Professional,20,annual,1
acc_0856,183067.14,Enterprise,165,monthly,0
acc_0857,1278.25,Starter,5,monthly,0
acc_0858,10456.42,Professional,16,monthly,1
acc_0859,12692.25,Professional,22,monthly,0
acc_0860,1731.3,Starter,8,monthly,1
acc_0861,6365.97,Professional,11,monthly,1
acc_0862,22851.8,Professional,39,monthly,1
acc_0863,19571.04,Professional,31,monthly,0
acc_0864,5457.1,Professional,10,monthly,0
acc_0865,678.62,Starter,3,monthly,0
acc_0866,23301.94,Professional,36,annual,0
acc_0867,893.73,Starter,4,monthly,1
acc_0868,126221.94,Enterprise,100,monthly,0
acc_0869,933.37,Starter,4,monthly,0
acc_0870,9912.31,Professional,16,annual,1
acc_0871,5488.62,Professional,10,monthly,0
acc_0872,1378.53,Starter,6,monthly,1
acc_0873,20093.14,Professional,34,monthly,1
acc_0874,64286.55,Enterprise,50,annual,1
acc_0875,2187.43,Starter,9,annual,1
acc_0876,654.51,Starter,3,monthly,0
acc_0877,8270.91,Professional,13,annual,0
acc_0878,874.47,Starter,4,monthly,0
acc_0879,220417.91,Enterprise,169,monthly,1
acc_0880,1356.97,Starter,6,monthly,0
acc_0881,23343.49,Professional,39,monthly,0
acc_0882,1316.82,Starter,6,annual,1
acc_0883,1700.74,Starter,7,annual,0
acc_0884,239.87,Starter,1,monthly,0
acc_0885,10016.91,Professional,17,monthly,0
acc_0886,16328.06,Professional,30,monthly,1
acc_0887,2323.7,Starter,9,monthly,0
acc_0888,100537.99,Enterprise,79,annual,0
acc_0889,8007.53,Professional,13,annual,0
acc_0890,486.93,Starter,2,monthly,0
acc_0891,997.43,Starter,4,monthly,0
acc_0892,668.73,Starter,3,annual,1
acc_0893,782.3,Starter,3,monthly,0
acc_0894,7464.09,Professional,13,annual,1
acc_0895,81678.81,Enterprise,66,monthly,0
acc_0896,185068.83,Enterprise,151,monthly,1
acc_0897,210806.64,Enterprise,171,monthly,1
acc_0898,1290.95,Starter,5,monthly,0
acc_0899,1611.43,Starter,7,monthly,0
acc_0900,170065.92,Enterprise,135,monthly,0
acc_0901,10400.72,Professional,17,annual,0
acc_0902,1537.56,Starter,7,monthly,0
acc_0903,1651.16,Starter,7,monthly,0
acc_0904,22419.4,Professional,35,annual,1
acc_0905,21957.98,Professional,38,annual,0
acc_0906,141097.71,Enterprise,118,monthly,1
acc_0907,718.36,Starter,3,annual,1
acc_0908,2210.98,Starter,9,annual,0
acc_0909,16152.05,Professional,25,monthly,1
acc_0910,1345.98,Starter,6,monthly,0
acc_0911,16815.51,Professional,28,monthly,0
acc_0912,5909.12,Professional,10,monthly,1
acc_0913,1841.63,Starter,8,monthly,1
acc_0914,29916.24,Professional,46,monthly,0
acc_0915,216.39,Starter,1,annual,0
acc_0916,23850.06,Professional,43,monthly,0
acc_0917,23864.05,Professional,38,monthly,1
acc_0918,914.58,Starter,4,annual,1
acc_0919,22564.13,Professional,36,monthly,0
acc_0920,1791.64,Starter,7,monthly,0
acc_0921,2053.99,Starter,9,monthly,0
acc_0922,675.64,Starter,3,monthly,0
acc_0923,1337.85,Starter,6,annual,0
acc_0924,21996.41,Professional,39,monthly,0
acc_0925,1830.6,Starter,8,annual,0
acc_0926,9663.75,Professional,15,monthly,0
acc_0927,174542.55,Enterprise,138,annual,0
acc_0928,648.27,Starter,3,monthly,0
acc_0929,1547.75,Starter,6,monthly,0
acc_0930,1978.05,Starter,9,annual,1
acc_0931,2227.07,Starter,9,monthly,0
acc_0932,1339.62,Starter,6,monthly,0
acc_0933,24636.29,Professional,45,monthly,0
acc_0934,1262.34,Starter,5,monthly,1
acc_0935,28611.09,Professional,48,annual,1
acc_0936,244.76,Starter,1,annual,1
acc_0937,709.25,Starter,3,monthly,1
acc_0938,657.67,Starter,3,annual,0
acc_0939,1006.01,Starter,4,monthly,0
acc_0940,1276.88,Starter,5,monthly,0
acc_0941,5994.68,Professional,11,monthly,0
acc_0942,13456.98,Professional,23,monthly,0
acc_0943,1942.01,Starter,8,monthly,1
acc_0944,10414.57,Professional,17,monthly,0
acc_0945,2193.76,Starter,9,annual,0
acc_0946,1744.83,Starter,7,monthly,1
acc_0947,157444.31,Enterprise,120,monthly,0
acc_0948,125590.26,Enterprise,107,monthly,0
acc_0949,241504.34,Enterprise,199,monthly,0
acc_0950,1497.33,Starter,6,monthly,1
acc_0951,131995.63,Enterprise,108,monthly,1
acc_0952,7036.92,Professional,12,monthly,0
acc_0953,27055.14,Professional,44,monthly,0
acc_0954,106298.3,Enterprise,86,annual,0
acc_0955,181838.47,Enterprise,149,annual,0
acc_0956,20326.08,Professional,36,monthly,0
acc_0957,194632.56,Enterprise,162,monthly,0
acc_0958,775.35,Starter,3,monthly,1
acc_0959,27701.99,Professional,43,annual,0
acc_0960,2268.34,Starter,9,monthly,0
acc_0961,86065.56,Enterprise,69,monthly,0
acc_0962,20660.56,Professional,37,monthly,1
acc_0963,78557.92,Enterprise,66,annual,0
acc_0964,22132.57,Professional,40,monthly,0
acc_0965,16589.93,Professional,26,monthly,0
acc_0966,229.97,Starter,1,monthly,1
acc_0967,17696.67,Professional,28,monthly,0
acc_0968,12754.99,Professional,20,annual,1
acc_0969,2329.56,Starter,9,annual,1
acc_0970,756.55,Starter,3,annual,1
acc_0971,10939.81,Professional,18,monthly,0
acc_0972,2202.42,Starter,9,monthly,0
acc_0973,231.39,Starter,1,monthly,1
acc_0974,1795.97,Starter,8,monthly,1
acc_0975,1333.62,Starter,6,annual,1
acc_0976,59555.34,Enterprise,53,monthly,0
acc_0977,129110.7,Enterprise,99,monthly,1
acc_0978,21829.55,Professional,39,annual,1
acc_0979,2256.65,Starter,9,annual,0
acc_0980,8432.33,Professional,15,monthly,1
acc_0981,15111.8,Professional,23,monthly,1
acc_0982,23359.61,Professional,40,monthly,1
acc_0983,11789.13,Professional,20,annual,1
acc_0984,941.67,Starter,4,monthly,0
acc_0985,8931.65,Professional,14,annual,1
acc_0986,22647.79,Professional,40,monthly,1
acc_0987,167607.42,Enterprise,131,monthly,1
acc_0988,6807.32,Professional,11,monthly,1
acc_0989,1132.87,Starter,5,monthly,0
acc_0990,26296.75,Professional,48,annual,1
acc_0991,16457.98,Professional,26,monthly,0
acc_0992,1359.06,Starter,6,monthly,0
acc_0993,30394.34,Professional,47,monthly,1
acc_0994,2000.07,Starter,9,annual,1
acc_0995,1473.51,Starter,6,monthly,1
acc_0996,2243.02,Starter,9,annual,0
acc_0997,495.14,Starter,2,monthly,0
acc_0998,924.68,Starter,4,monthly,1
acc_0999,29027.83,Professional,45,monthly,1
acc_1000,758.85,Starter,3,monthly,0
acc_1001,7214.7,Professional,12,monthly,0
acc_1002,23271.02,Professional,38,annual,1
acc_1003,972.74,Starter,4,monthly,0
acc_1004,129413.56,Enterprise,99,monthly,1
acc_1005,27197.92,Professional,42,monthly,0
acc_1006,73873.76,Enterprise,65,monthly,1
acc_1007,13145.22,Professional,23,annual,0
acc_1008,30915.31,Professional,47,annual,0
acc_1009,137549.72,Enterprise,121,monthly,1
acc_1010,261.77,Starter,1,monthly,1
acc_1011,23482.88,Professional,38,monthly,0
acc_1012,17472.42,Professional,32,monthly,0
acc_1013,127663.2,Enterprise,110,monthly,0
acc_1014,477.71,Starter,2,annual,1
acc_1015,16639.25,Professional,26,monthly,0
acc_1016,927.09,Starter,4,monthly,0
acc_1017,107372.11,Enterprise,93,monthly,0
acc_1018,13008.63,Professional,20,monthly,1
acc_1019,214298.81,Enterprise,195,monthly,0
acc_1020,120024.14,Enterprise,99,monthly,0
acc_1021,22218.82,Professional,37,annual,1
acc_1022,8750.08,Professional,16,monthly,0
acc_1023,26976.02,Professional,49,monthly,0
acc_1024,9959.21,Professional,17,annual,0
acc_1025,21131.78,Professional,38,annual,1
acc_1026,955.79,Starter,4,monthly,0
acc_1027,1226.13,Starter,5,monthly,0
acc_1028,160725.64,Enterprise,129,annual,0
acc_1029,2180.08,Starter,9,monthly,0
acc_1030,19909.01,Professional,34,monthly,0
acc_1031,222.23,Starter,1,monthly,0
acc_1032,9115.17,Professional,16,annual,0
acc_1033,1889.06,Starter,8,monthly,1
acc_1034,20177.71,Professional,31,monthly,1
acc_1035,677.17,Starter,3,monthly,0
acc_1036,10612.82,Professional,18,annual,1
acc_1037,12557.54,Professional,20,monthly,1
acc_1038,26858.85,Professional,43,annual,1
acc_1039,23611.36,Professional,36,monthly,0
acc_1040,88939.49,Enterprise,79,monthly,1
acc_1041,16801.45,Professional,31,annual,1
acc_1042,2083.24,Starter,9,monthly,0
acc_1043,1785.48,Starter,8,annual,0
acc_1044,1938.61,Starter,8,annual,1
acc_1045,2332.27,Starter,9,annual,1
acc_1046,7471.05,Professional,12,annual,1
acc_1047,109033.99,Enterprise,98,annual,1
acc_1048,27142.61,Professional,49,monthly,1
acc_1049,11039.36,Professional,17,monthly,1
acc_1050,957.62,Starter,4,monthly,0
acc_1051,1301.68,Starter,5,monthly,0
acc_1052,184733.76,Enterprise,147,annual,1
acc_1053,1845.77,Starter,7,monthly,1
acc_1054,255240.74,Enterprise,198,monthly,0
acc_1055,471.76,Starter,2,annual,1
acc_1056,251132.96,Enterprise,199,annual,1
acc_1057,8948.21,Professional,15,annual,0
acc_1058,19310.93,Professional,34,annual,0
acc_1059,84200.68,Enterprise,74,monthly,0
acc_1060,1645.5,Starter,7,annual,0
acc_1061,664.05,Starter,3,monthly,1
acc_1062,1347.2,Starter,6,annual,0
acc_1063,1440.18,Starter,6,monthly,0
acc_1064,7199.18,Professional,11,annual,0
acc_1065,127957.7,Enterprise,105,monthly,0
acc_1066,1413.65,Starter,6,monthly,0
acc_1067,60327.15,Enterprise,53,annual,0
acc_1068,68748.0,Enterprise,61,annual,1
acc_1069,15475.22,Professional,25,annual,1
acc_1070,249018.03,Enterprise,194,monthly,1
acc_1071,17635.88,Professional,30,monthly,1
acc_1072,14545.9,Professional,24,monthly,0
acc_1073,26866.71,Professional,43,monthly,1
acc_1074,15862.87,Professional,29,monthly,1
acc_1075,465.69,Starter,2,annual,0
acc_1076,2259.25,Starter,9,monthly,1
acc_1077,24886.17,Professional,40,annual,1
acc_1078,1748.49,Starter,8,monthly,0
acc_1079,96651.5,Enterprise,85,monthly,0
acc_1080,14918.28,Professional,24,monthly,1
acc_1081,1603.2,Starter,7,annual,1
acc_1082,2295.83,Starter,9,annual,1
acc_1083,20111.0,Professional,37,monthly,1
acc_1084,900.55,Starter,4,monthly,0
acc_1085,459.01,Starter,2,monthly,1
acc_1086,84634.52,Enterprise,65,annual,1
acc_1087,1016.89,Starter,4,annual,0
acc_1088,9691.46,Professional,15,monthly,0
acc_1089,711.43,Starter,3,monthly,0
acc_1090,217160.53,Enterprise,170,monthly,1
acc_1091,7709.03,Professional,12,monthly,0
acc_1092,27635.76,Professional,47,monthly,1
acc_1093,21098.73,Professional,32,monthly,1
acc_1094,7705.78,Professional,12,monthly,1
acc_1095,525.51,Starter,2,monthly,0
acc_1096,10947.65,Professional,17,monthly,0
acc_1097,506.52,Starter,2,monthly,0
acc_1098,7185.87,Professional,11,monthly,1
acc_1099,9446.05,Professional,16,monthly,1
acc_1100,235848.0,Enterprise,186,monthly,0
acc_1101,1809.75,Starter,8,monthly,1
acc_1102,1255.87,Starter,5,annual,0
acc_1103,161097.57,Enterprise,127,annual,0
acc_1104,130204.45,Enterprise,104,monthly,0
acc_1105,156642.53,Enterprise,122,monthly,0
acc_1106,15329.61,Professional,26,annual,1
acc_1107,1452.89,Starter,6,annual,1
